region,code,year,production_tonnes
Eastern Asia (FAO),,1967,3566.0
Eastern Asia (FAO),,1968,3540.0
Eastern Asia (FAO),,1969,3748.0
Eastern Asia (FAO),,1970,3836.0
Eastern Asia (FAO),,1971,3934.0
Eastern Asia (FAO),,1972,5029.0
Eastern Asia (FAO),,1973,6017.0
Eastern Asia (FAO),,1974,6068.0
Eastern Asia (FAO),,1975,4066.0
Eastern Asia (FAO),,1976,4009.0
Eastern Asia (FAO),,1977,4052.0
Eastern Asia (FAO),,1978,4047.0
Eastern Asia (FAO),,1979,5036.0
Eastern Asia (FAO),,1980,5051.0
Eastern Asia (FAO),,1981,6052.0
Eastern Asia (FAO),,1982,6054.0
Eastern Asia (FAO),,1983,6000.0
Eastern Asia (FAO),,1984,9000.0
Eastern Asia (FAO),,1985,7000.0
Eastern Asia (FAO),,1986,7700.0
Eastern Asia (FAO),,1987,8600.0
Eastern Asia (FAO),,1988,10000.0
Eastern Asia (FAO),,1989,8000.0
Eastern Asia (FAO),,1990,6300.0
Eastern Asia (FAO),,1991,3500.0
Eastern Asia (FAO),,1992,3800.0
Eastern Asia (FAO),,1993,4000.0
Eastern Asia (FAO),,1994,3250.0
Eastern Asia (FAO),,1995,3196.0
Eastern Asia (FAO),,1996,3023.0
Eastern Asia (FAO),,1997,3573.0
Eastern Asia (FAO),,1998,6237.0
Eastern Asia (FAO),,1999,8743.0
Eastern Asia (FAO),,2000,11568.0
Eastern Asia (FAO),,2001,17202.0
Eastern Asia (FAO),,2002,19456.0
Eastern Asia (FAO),,2003,23144.0
Eastern Asia (FAO),,2004,21659.0
Eastern Asia (FAO),,2005,21919.0
Eastern Asia (FAO),,2006,25655.0
Eastern Asia (FAO),,2007,26000.0
Eastern Asia (FAO),,2008,33278.0
Eastern Asia (FAO),,2009,70405.0
Eastern Asia (FAO),,2010,49596.0
Eastern Asia (FAO),,2011,65384.0
Eastern Asia (FAO),,2012,92064.0
Eastern Asia (FAO),,2013,116826.0
Eastern Asia (FAO),,2014,127585.93
Eastern Asia (FAO),,2015,115896.76
Eastern Asia (FAO),,2016,114186.44
Eastern Asia (FAO),,2017,115110.14
Eastern Asia (FAO),,2018,116519.0
Eastern Asia (FAO),,2019,121012.0
Eastern Asia (FAO),,2020,114970.0
Eastern Asia (FAO),,2021,108906.0
Eastern Asia (FAO),,2022,108980.0
Eastern Asia (FAO),,2023,108956.0
Eastern Asia (FAO),,2024,114951.29
Ecuador,ECU,1961,53500.0
Ecuador,ECU,1962,55500.0
Ecuador,ECU,1963,42800.0
Ecuador,ECU,1964,47000.0
Ecuador,ECU,1965,66200.0
Ecuador,ECU,1966,57222.0
Ecuador,ECU,1967,61731.0
Ecuador,ECU,1968,60493.0
Ecuador,ECU,1969,44345.0
Ecuador,ECU,1970,72053.0
Ecuador,ECU,1971,62252.0
Ecuador,ECU,1972,71385.0
Ecuador,ECU,1973,74980.0
Ecuador,ECU,1974,69638.0
Ecuador,ECU,1975,76437.0
Ecuador,ECU,1976,87101.0
Ecuador,ECU,1977,82680.0
Ecuador,ECU,1978,75447.0
Ecuador,ECU,1979,89728.0
Ecuador,ECU,1980,69445.0
Ecuador,ECU,1981,86085.0
Ecuador,ECU,1982,83938.0
Ecuador,ECU,1983,81075.0
Ecuador,ECU,1984,97258.0
Ecuador,ECU,1985,120861.0
Ecuador,ECU,1986,118000.0
Ecuador,ECU,1987,111720.0
Ecuador,ECU,1988,144401.0
Ecuador,ECU,1989,129309.0
Ecuador,ECU,1990,134980.0
Ecuador,ECU,1991,116917.0
Ecuador,ECU,1992,137671.0
Ecuador,ECU,1993,137004.0
Ecuador,ECU,1994,186797.0
Ecuador,ECU,1995,148205.0
Ecuador,ECU,1996,168919.0
Ecuador,ECU,1997,173868.0
Ecuador,ECU,1998,48190.0
Ecuador,ECU,1999,132939.0
Ecuador,ECU,2000,27606.0
Ecuador,ECU,2001,164790.0
Ecuador,ECU,2002,23325.0
Ecuador,ECU,2003,23579.0
Ecuador,ECU,2004,27932.0
Ecuador,ECU,2005,40805.0
Ecuador,ECU,2006,31461.0
Ecuador,ECU,2007,38687.0
Ecuador,ECU,2008,32096.0
Ecuador,ECU,2009,33624.0
Ecuador,ECU,2010,31347.0
Ecuador,ECU,2011,23829.0
Ecuador,ECU,2012,7340.03
Ecuador,ECU,2013,7760.0
Ecuador,ECU,2014,4224.53
Ecuador,ECU,2015,5297.44
Ecuador,ECU,2016,3904.53
Ecuador,ECU,2017,7564.0
Ecuador,ECU,2018,5065.0
Ecuador,ECU,2019,8140.98
Ecuador,ECU,2020,5280.29
Ecuador,ECU,2021,4916.87
Ecuador,ECU,2022,7965.97
Ecuador,ECU,2023,5584.19
Ecuador,ECU,2024,5465.05
El Salvador,SLV,1961,122500.0
El Salvador,SLV,1962,98300.0
El Salvador,SLV,1963,122700.0
El Salvador,SLV,1964,123100.0
El Salvador,SLV,1965,109200.0
El Salvador,SLV,1966,123100.0
El Salvador,SLV,1967,144800.0
El Salvador,SLV,1968,123800.0
El Salvador,SLV,1969,143980.0
El Salvador,SLV,1970,129490.0
El Salvador,SLV,1971,144624.0
El Salvador,SLV,1972,147476.0
El Salvador,SLV,1973,126500.0
El Salvador,SLV,1974,159436.0
El Salvador,SLV,1975,161415.0
El Salvador,SLV,1976,138690.0
El Salvador,SLV,1977,147465.0
El Salvador,SLV,1978,158490.0
El Salvador,SLV,1979,185625.0
El Salvador,SLV,1980,184230.0
El Salvador,SLV,1981,180000.0
El Salvador,SLV,1982,174616.0
El Salvador,SLV,1983,154560.0
El Salvador,SLV,1984,163852.0
El Salvador,SLV,1985,148810.0
El Salvador,SLV,1986,138184.0
El Salvador,SLV,1987,147890.0
El Salvador,SLV,1988,120290.0
El Salvador,SLV,1989,121900.0
El Salvador,SLV,1990,147200.0
El Salvador,SLV,1991,149450.0
El Salvador,SLV,1992,175720.0
El Salvador,SLV,1993,140576.0
El Salvador,SLV,1994,140534.0
El Salvador,SLV,1995,139513.0
El Salvador,SLV,1996,148859.0
El Salvador,SLV,1997,124239.0
El Salvador,SLV,1998,117214.0
El Salvador,SLV,1999,160782.0
El Salvador,SLV,2000,114087.0
El Salvador,SLV,2001,112201.0
El Salvador,SLV,2002,91513.0
El Salvador,SLV,2003,81157.0
El Salvador,SLV,2004,83088.0
El Salvador,SLV,2005,87963.0
El Salvador,SLV,2006,85350.0
El Salvador,SLV,2007,96355.0
El Salvador,SLV,2008,97727.0
El Salvador,SLV,2009,76591.0
El Salvador,SLV,2010,112636.0
El Salvador,SLV,2011,82095.0
El Salvador,SLV,2012,89489.0
El Salvador,SLV,2013,32864.0
El Salvador,SLV,2014,41965.0
El Salvador,SLV,2015,35682.0
El Salvador,SLV,2016,38636.0
El Salvador,SLV,2017,41141.36
El Salvador,SLV,2018,43318.8
El Salvador,SLV,2019,33640.91
El Salvador,SLV,2020,35000.0
El Salvador,SLV,2021,41910.91
El Salvador,SLV,2022,41866.0
El Salvador,SLV,2023,32570.72
El Salvador,SLV,2024,28487.64
Equatorial Guinea,GNQ,1961,6600.0
Equatorial Guinea,GNQ,1962,8100.0
Equatorial Guinea,GNQ,1963,6700.0
Equatorial Guinea,GNQ,1964,8235.0
Equatorial Guinea,GNQ,1965,6664.0
Equatorial Guinea,GNQ,1966,6400.0
Equatorial Guinea,GNQ,1967,8700.0
Equatorial Guinea,GNQ,1968,7500.0
Equatorial Guinea,GNQ,1969,7200.0
Equatorial Guinea,GNQ,1970,7200.0
Equatorial Guinea,GNQ,1971,6900.0
Equatorial Guinea,GNQ,1972,6900.0
Equatorial Guinea,GNQ,1973,6300.0
Equatorial Guinea,GNQ,1974,6600.0
Equatorial Guinea,GNQ,1975,5400.0
Equatorial Guinea,GNQ,1976,5400.0
Equatorial Guinea,GNQ,1977,4800.0
Equatorial Guinea,GNQ,1978,5400.0
Equatorial Guinea,GNQ,1979,6000.0
Equatorial Guinea,GNQ,1980,6000.0
Equatorial Guinea,GNQ,1981,6600.0
Equatorial Guinea,GNQ,1982,6700.0
Equatorial Guinea,GNQ,1983,6700.0
Equatorial Guinea,GNQ,1984,6800.0
Equatorial Guinea,GNQ,1985,7000.0
Equatorial Guinea,GNQ,1986,7000.0
Equatorial Guinea,GNQ,1987,7000.0
Equatorial Guinea,GNQ,1988,7000.0
Equatorial Guinea,GNQ,1989,7000.0
Equatorial Guinea,GNQ,1990,6500.0
Equatorial Guinea,GNQ,1991,6000.0
Equatorial Guinea,GNQ,1992,5500.0
Equatorial Guinea,GNQ,1993,5329.48
Equatorial Guinea,GNQ,1994,5000.0
Equatorial Guinea,GNQ,1995,4500.0
Equatorial Guinea,GNQ,1996,5000.0
Equatorial Guinea,GNQ,1997,5000.0
Equatorial Guinea,GNQ,1998,5000.0
Equatorial Guinea,GNQ,1999,3500.0
Equatorial Guinea,GNQ,2000,5000.0
Equatorial Guinea,GNQ,2001,5000.0
Equatorial Guinea,GNQ,2002,5000.0
Equatorial Guinea,GNQ,2003,5000.0
Equatorial Guinea,GNQ,2004,4000.0
Equatorial Guinea,GNQ,2005,4000.0
Equatorial Guinea,GNQ,2006,4500.0
Equatorial Guinea,GNQ,2007,4397.59
Equatorial Guinea,GNQ,2008,4299.55
Equatorial Guinea,GNQ,2009,4000.0
Equatorial Guinea,GNQ,2010,4250.71
Equatorial Guinea,GNQ,2011,4342.63
Equatorial Guinea,GNQ,2012,4594.72
Equatorial Guinea,GNQ,2013,4401.74
Equatorial Guinea,GNQ,2014,4385.48
Equatorial Guinea,GNQ,2015,4254.38
Equatorial Guinea,GNQ,2016,4174.11
Equatorial Guinea,GNQ,2017,4134.3
Equatorial Guinea,GNQ,2018,4113.44
Equatorial Guinea,GNQ,2019,4094.87
Equatorial Guinea,GNQ,2020,4056.41
Equatorial Guinea,GNQ,2021,4062.25
Equatorial Guinea,GNQ,2022,4076.41
Equatorial Guinea,GNQ,2023,4055.45
Equatorial Guinea,GNQ,2024,4034.35
Ethiopia,ETH,1993,180000.0
Ethiopia,ETH,1994,207000.0
Ethiopia,ETH,1995,229980.0
Ethiopia,ETH,1996,229980.0
Ethiopia,ETH,1997,228000.0
Ethiopia,ETH,1998,229980.0
Ethiopia,ETH,1999,217450.0
Ethiopia,ETH,2000,229980.0
Ethiopia,ETH,2001,157155.0
Ethiopia,ETH,2002,160000.0
Ethiopia,ETH,2003,126188.0
Ethiopia,ETH,2004,156170.0
Ethiopia,ETH,2005,171631.0
Ethiopia,ETH,2006,241482.0
Ethiopia,ETH,2007,273400.0
Ethiopia,ETH,2008,260239.0
Ethiopia,ETH,2009,265469.0
Ethiopia,ETH,2010,370569.0
Ethiopia,ETH,2011,442270.0
Ethiopia,ETH,2012,449740.0
Ethiopia,ETH,2013,392006.0
Ethiopia,ETH,2014,467860.0
Ethiopia,ETH,2015,501240.0
Ethiopia,ETH,2016,494819.0
Ethiopia,ETH,2017,549531.0
Ethiopia,ETH,2018,573986.0
Ethiopia,ETH,2019,573580.0
Ethiopia,ETH,2020,584789.56
Ethiopia,ETH,2021,590400.0
Ethiopia,ETH,2022,545566.4
Ethiopia,ETH,2023,559400.0
Ethiopia,ETH,2024,575696.2
Ethiopia (former),OWID_ERE,1961,127400.0
Ethiopia (former),OWID_ERE,1962,132700.0
Ethiopia (former),OWID_ERE,1963,139100.0
Ethiopia (former),OWID_ERE,1964,170400.0
Ethiopia (former),OWID_ERE,1965,140000.0
Ethiopia (former),OWID_ERE,1966,140000.0
Ethiopia (former),OWID_ERE,1967,155000.0
Ethiopia (former),OWID_ERE,1968,160000.0
Ethiopia (former),OWID_ERE,1969,165000.0
Ethiopia (former),OWID_ERE,1970,170000.0
Ethiopia (former),OWID_ERE,1971,182200.0
Ethiopia (former),OWID_ERE,1972,163500.0
Ethiopia (former),OWID_ERE,1973,180080.0
Ethiopia (former),OWID_ERE,1974,153400.0
Ethiopia (former),OWID_ERE,1975,171000.0
Ethiopia (former),OWID_ERE,1976,178600.0
Ethiopia (former),OWID_ERE,1977,191400.0
Ethiopia (former),OWID_ERE,1978,190000.0
Ethiopia (former),OWID_ERE,1979,188000.0
Ethiopia (former),OWID_ERE,1980,187200.0
Ethiopia (former),OWID_ERE,1981,202000.0
Ethiopia (former),OWID_ERE,1982,202000.0
Ethiopia (former),OWID_ERE,1983,157824.0
Ethiopia (former),OWID_ERE,1984,145306.0
Ethiopia (former),OWID_ERE,1985,155200.0
Ethiopia (former),OWID_ERE,1986,186000.0
Ethiopia (former),OWID_ERE,1987,186000.0
Ethiopia (former),OWID_ERE,1988,190000.0
Ethiopia (former),OWID_ERE,1989,200000.0
Ethiopia (former),OWID_ERE,1990,204000.0
Ethiopia (former),OWID_ERE,1991,210000.0
Ethiopia (former),OWID_ERE,1992,216000.0
Europe,OWID_EUR,1961,5.0
Europe,OWID_EUR,1962,5.0
Europe,OWID_EUR,1963,5.0
Europe,OWID_EUR,1964,5.0
Europe,OWID_EUR,1965,6.0
Europe,OWID_EUR,1966,8.0
Europe,OWID_EUR,1967,8.0
Europe,OWID_EUR,1968,8.0
Europe,OWID_EUR,1969,7.0
Europe,OWID_EUR,1970,8.0
Europe,OWID_EUR,1971,6.0
Europe,OWID_EUR,1972,0.0
Europe,OWID_EUR,1973,6.0
Europe,OWID_EUR,1974,6.0
Europe,OWID_EUR,1975,8.0
Europe,OWID_EUR,1976,8.0
Europe,OWID_EUR,1977,8.0
Europe,OWID_EUR,1978,9.0
Europe,OWID_EUR,1979,9.0
Europe,OWID_EUR,1980,9.0
Europe,OWID_EUR,1981,4.0
Europe,OWID_EUR,1982,0.0
Europe,OWID_EUR,1983,0.0
Europe,OWID_EUR,1984,0.0
Europe,OWID_EUR,1985,0.0
Europe,OWID_EUR,1986,0.0
Europe,OWID_EUR,1987,11.0
Europe,OWID_EUR,1988,13.0
Europe,OWID_EUR,1989,14.0
Europe,OWID_EUR,1990,9.0
Europe,OWID_EUR,1991,7.0
Europe,OWID_EUR,1992,5.0
Europe,OWID_EUR,1993,5.0
Europe,OWID_EUR,1994,5.0
Europe (FAO),,1961,5.0
Europe (FAO),,1962,5.0
Europe (FAO),,1963,5.0
Europe (FAO),,1964,5.0
Europe (FAO),,1965,6.0
Europe (FAO),,1966,8.0
Europe (FAO),,1967,8.0
Europe (FAO),,1968,8.0
Europe (FAO),,1969,7.0
Europe (FAO),,1970,8.0
Europe (FAO),,1971,6.0
Europe (FAO),,1972,0.0
Europe (FAO),,1973,6.0
Europe (FAO),,1974,6.0
Europe (FAO),,1975,8.0
Europe (FAO),,1976,8.0
Europe (FAO),,1977,8.0
Europe (FAO),,1978,9.0
Europe (FAO),,1979,9.0
Europe (FAO),,1980,9.0
Europe (FAO),,1981,4.0
Europe (FAO),,1982,0.0
Europe (FAO),,1983,0.0
Europe (FAO),,1984,0.0
Europe (FAO),,1985,0.0
Europe (FAO),,1986,0.0
Europe (FAO),,1987,11.0
Europe (FAO),,1988,13.0
Europe (FAO),,1989,14.0
Europe (FAO),,1990,9.0
Europe (FAO),,1991,7.0
Europe (FAO),,1992,5.0
Europe (FAO),,1993,5.0
Europe (FAO),,1994,5.0
European Union (27),OWID_EU27,1961,5.0
European Union (27),OWID_EU27,1962,5.0
European Union (27),OWID_EU27,1963,5.0
European Union (27),OWID_EU27,1964,5.0
European Union (27),OWID_EU27,1965,6.0
European Union (27),OWID_EU27,1966,8.0
European Union (27),OWID_EU27,1967,8.0
European Union (27),OWID_EU27,1968,8.0
European Union (27),OWID_EU27,1969,7.0
European Union (27),OWID_EU27,1970,8.0
European Union (27),OWID_EU27,1971,6.0
European Union (27),OWID_EU27,1972,0.0
European Union (27),OWID_EU27,1973,6.0
European Union (27),OWID_EU27,1974,6.0
European Union (27),OWID_EU27,1975,8.0
European Union (27),OWID_EU27,1976,8.0
European Union (27),OWID_EU27,1977,8.0
European Union (27),OWID_EU27,1978,9.0
European Union (27),OWID_EU27,1979,9.0
European Union (27),OWID_EU27,1980,9.0
European Union (27),OWID_EU27,1981,4.0
European Union (27),OWID_EU27,1982,0.0
European Union (27),OWID_EU27,1983,0.0
European Union (27),OWID_EU27,1984,0.0
European Union (27),OWID_EU27,1985,0.0
European Union (27),OWID_EU27,1986,0.0
European Union (27),OWID_EU27,1987,11.0
European Union (27),OWID_EU27,1988,13.0
European Union (27),OWID_EU27,1989,14.0
European Union (27),OWID_EU27,1990,9.0
European Union (27),OWID_EU27,1991,7.0
European Union (27),OWID_EU27,1992,5.0
European Union (27),OWID_EU27,1993,5.0
European Union (27),OWID_EU27,1994,5.0
Fiji,FJI,1961,0.0
Fiji,FJI,1962,1.0
Fiji,FJI,1963,1.0
Fiji,FJI,1964,1.0
Fiji,FJI,1965,1.0
Fiji,FJI,1966,2.0
Fiji,FJI,1967,5.0
Fiji,FJI,1968,8.0
Fiji,FJI,1969,11.0
Fiji,FJI,1970,11.0
Fiji,FJI,1971,13.0
Fiji,FJI,1972,13.0
Fiji,FJI,1973,13.0
Fiji,FJI,1974,13.0
Fiji,FJI,1975,15.0
Fiji,FJI,1976,15.0
Fiji,FJI,1977,15.0
Fiji,FJI,1978,20.0
Fiji,FJI,1979,20.0
Fiji,FJI,1980,20.0
Fiji,FJI,1981,20.0
Fiji,FJI,1982,30.0
Fiji,FJI,1983,40.0
Fiji,FJI,1984,30.0
Fiji,FJI,1985,40.0
Fiji,FJI,1986,45.0
Fiji,FJI,1987,30.0
Fiji,FJI,1988,63.0
Fiji,FJI,1989,97.0
Fiji,FJI,1990,660.0
Fiji,FJI,1991,354.0
Fiji,FJI,1992,226.0
Fiji,FJI,1993,176.0
Fiji,FJI,1994,11.0
Fiji,FJI,1995,10.0
Fiji,FJI,1996,10.48
Fiji,FJI,1997,11.02
Fiji,FJI,1998,10.85
Fiji,FJI,1999,10.62
Fiji,FJI,2000,15.0
Fiji,FJI,2001,16.15
Fiji,FJI,2002,15.0
Fiji,FJI,2003,15.1
Fiji,FJI,2004,15.01
Fiji,FJI,2005,15.0
Fiji,FJI,2006,14.43
Fiji,FJI,2007,14.76
Fiji,FJI,2008,14.85
Fiji,FJI,2009,15.0
Fiji,FJI,2010,15.15
Fiji,FJI,2011,16.47
Fiji,FJI,2012,17.83
Fiji,FJI,2013,20.0
Fiji,FJI,2014,21.14
Fiji,FJI,2015,7.76
Fiji,FJI,2016,16.3
Fiji,FJI,2017,15.07
Fiji,FJI,2018,13.04
Fiji,FJI,2019,14.8
Fiji,FJI,2020,14.3
Fiji,FJI,2021,14.05
Fiji,FJI,2022,14.38
Fiji,FJI,2023,14.25
Fiji,FJI,2024,14.23
French Polynesia,PYF,1961,113.0
French Polynesia,PYF,1962,271.0
French Polynesia,PYF,1963,141.0
French Polynesia,PYF,1964,200.0
French Polynesia,PYF,1965,89.0
French Polynesia,PYF,1966,173.0
French Polynesia,PYF,1967,126.0
French Polynesia,PYF,1968,190.0
French Polynesia,PYF,1969,145.0
French Polynesia,PYF,1970,102.0
French Polynesia,PYF,1971,110.0
French Polynesia,PYF,1972,110.0
French Polynesia,PYF,1973,120.0
French Polynesia,PYF,1974,130.0
French Polynesia,PYF,1975,160.0
French Polynesia,PYF,1976,102.0
French Polynesia,PYF,1977,84.0
French Polynesia,PYF,1978,125.0
French Polynesia,PYF,1979,180.0
French Polynesia,PYF,1980,168.0
French Polynesia,PYF,1981,121.0
French Polynesia,PYF,1982,56.0
French Polynesia,PYF,1983,142.0
French Polynesia,PYF,1984,63.0
French Polynesia,PYF,1985,55.0
French Polynesia,PYF,1986,14.0
French Polynesia,PYF,1987,4.0
French Polynesia,PYF,1988,4.0
French Polynesia,PYF,1989,10.0
French Polynesia,PYF,1990,6.0
French Polynesia,PYF,1991,13.0
French Polynesia,PYF,1992,4.0
French Polynesia,PYF,1993,8.0
French Polynesia,PYF,1994,9.0
French Polynesia,PYF,1995,10.0
French Polynesia,PYF,1996,10.0
French Polynesia,PYF,1997,11.0
French Polynesia,PYF,1998,16.0
French Polynesia,PYF,1999,18.0
French Polynesia,PYF,2000,17.61
French Polynesia,PYF,2001,17.55
French Polynesia,PYF,2002,17.48
French Polynesia,PYF,2003,17.42
French Polynesia,PYF,2004,15.0
French Polynesia,PYF,2005,16.0
French Polynesia,PYF,2006,16.84
French Polynesia,PYF,2007,17.14
French Polynesia,PYF,2008,16.0
French Polynesia,PYF,2009,17.69
French Polynesia,PYF,2010,18.11
French Polynesia,PYF,2011,20.0
French Polynesia,PYF,2012,20.0
French Polynesia,PYF,2013,22.0
French Polynesia,PYF,2014,20.0
French Polynesia,PYF,2015,20.88
French Polynesia,PYF,2016,21.59
French Polynesia,PYF,2017,20.82
French Polynesia,PYF,2018,21.85
French Polynesia,PYF,2019,22.42
French Polynesia,PYF,2020,21.7
French Polynesia,PYF,2021,21.99
French Polynesia,PYF,2022,22.03
French Polynesia,PYF,2023,21.91
French Polynesia,PYF,2024,21.98
Gabon,GAB,1961,1100.0
Gabon,GAB,1962,2500.0
Gabon,GAB,1963,1100.0
Gabon,GAB,1964,1100.0
Gabon,GAB,1965,1100.0
Gabon,GAB,1966,900.0
Gabon,GAB,1967,900.0
Gabon,GAB,1968,1200.0
Gabon,GAB,1969,1200.0
Gabon,GAB,1970,900.0
Gabon,GAB,1971,600.0
Gabon,GAB,1972,900.0
Gabon,GAB,1973,540.0
Gabon,GAB,1974,600.0
Gabon,GAB,1975,259.0
Gabon,GAB,1976,145.0
Gabon,GAB,1977,360.0
Gabon,GAB,1978,502.0
Gabon,GAB,1979,269.0
Gabon,GAB,1980,680.0
Gabon,GAB,1981,750.0
Gabon,GAB,1982,1850.0
Gabon,GAB,1983,1400.0
Gabon,GAB,1984,1200.0
Gabon,GAB,1985,1295.0
Gabon,GAB,1986,1332.0
Gabon,GAB,1987,1724.0
Gabon,GAB,1988,1774.0
Gabon,GAB,1989,1920.0
Gabon,GAB,1990,269.0
Gabon,GAB,1991,451.0
Gabon,GAB,1992,193.0
Gabon,GAB,1993,256.0
Gabon,GAB,1994,259.0
Gabon,GAB,1995,159.0
Gabon,GAB,1996,219.0
Gabon,GAB,1997,154.0
Gabon,GAB,1998,145.0
Gabon,GAB,1999,125.0
Gabon,GAB,2000,198.0
Gabon,GAB,2001,78.0
Gabon,GAB,2002,180.0
Gabon,GAB,2003,120.0
Gabon,GAB,2004,134.33
Gabon,GAB,2005,100.0
Gabon,GAB,2006,120.0
Gabon,GAB,2007,125.0
Gabon,GAB,2008,125.99
Gabon,GAB,2009,122.8
Gabon,GAB,2010,121.76
Gabon,GAB,2011,118.56
Gabon,GAB,2012,117.01
Gabon,GAB,2013,114.28
Gabon,GAB,2014,109.37
Gabon,GAB,2015,107.33
Gabon,GAB,2016,104.51
Gabon,GAB,2017,102.42
Gabon,GAB,2018,104.75
Gabon,GAB,2019,103.9
Gabon,GAB,2020,103.69
Gabon,GAB,2021,104.11
Gabon,GAB,2022,103.9
Gabon,GAB,2023,103.9
Gabon,GAB,2024,103.97
Ghana,GHA,1961,1700.0
Ghana,GHA,1962,3920.0
Ghana,GHA,1963,2650.0
Ghana,GHA,1964,6700.0
Ghana,GHA,1965,1644.0
Ghana,GHA,1966,8610.0
Ghana,GHA,1967,4057.0
Ghana,GHA,1968,6440.0
Ghana,GHA,1969,4700.0
Ghana,GHA,1970,6510.0
Ghana,GHA,1971,7322.0
Ghana,GHA,1972,7550.0
Ghana,GHA,1973,3910.0
Ghana,GHA,1974,2455.0
Ghana,GHA,1975,4000.0
Ghana,GHA,1976,5500.0
Ghana,GHA,1977,3800.0
Ghana,GHA,1978,1770.0
Ghana,GHA,1979,1700.0
Ghana,GHA,1980,1500.0
Ghana,GHA,1981,1500.0
Ghana,GHA,1982,1500.0
Ghana,GHA,1983,1300.0
Ghana,GHA,1984,700.0
Ghana,GHA,1985,500.0
Ghana,GHA,1986,531.0
Ghana,GHA,1987,791.0
Ghana,GHA,1988,377.0
Ghana,GHA,1989,700.0
Ghana,GHA,1990,1000.0
Ghana,GHA,1991,2300.0
Ghana,GHA,1992,2400.0
Ghana,GHA,1993,4000.0
Ghana,GHA,1994,3000.0
Ghana,GHA,1995,3575.44
Ghana,GHA,1996,6330.0
Ghana,GHA,1997,2880.0
Ghana,GHA,1998,8370.0
Ghana,GHA,1999,3965.0
Ghana,GHA,2000,1956.0
Ghana,GHA,2001,1379.0
Ghana,GHA,2002,1464.0
Ghana,GHA,2003,900.0
Ghana,GHA,2004,1140.0
Ghana,GHA,2005,1200.0
Ghana,GHA,2006,1740.0
Ghana,GHA,2007,1860.0
Ghana,GHA,2008,1620.0
Ghana,GHA,2009,1860.0
Ghana,GHA,2010,1200.0
Ghana,GHA,2011,550.0
Ghana,GHA,2012,600.0
Ghana,GHA,2013,698.0
Ghana,GHA,2014,736.0
Ghana,GHA,2015,736.0
Ghana,GHA,2016,736.0
Ghana,GHA,2017,736.0
Ghana,GHA,2018,736.0
Ghana,GHA,2019,736.0
Ghana,GHA,2020,736.0
Ghana,GHA,2021,736.0
Ghana,GHA,2022,736.0
Ghana,GHA,2023,736.0
Ghana,GHA,2024,736.0
Guadeloupe,GLP,1961,500.0
Guadeloupe,GLP,1962,500.0
Guadeloupe,GLP,1963,300.0
Guadeloupe,GLP,1964,400.0
Guadeloupe,GLP,1965,200.0
Guadeloupe,GLP,1966,300.0
Guadeloupe,GLP,1967,300.0
Guadeloupe,GLP,1968,300.0
Guadeloupe,GLP,1969,300.0
Guadeloupe,GLP,1970,300.0
Guadeloupe,GLP,1971,270.0
Guadeloupe,GLP,1972,220.0
Guadeloupe,GLP,1973,180.0
Guadeloupe,GLP,1974,120.0
Guadeloupe,GLP,1975,100.0
Guadeloupe,GLP,1976,116.0
Guadeloupe,GLP,1977,95.0
Guadeloupe,GLP,1978,20.0
Guadeloupe,GLP,1979,20.0
Guadeloupe,GLP,1980,10.0
Guadeloupe,GLP,1981,10.0
Guadeloupe,GLP,1982,10.0
Guadeloupe,GLP,1983,20.0
Guadeloupe,GLP,1984,40.0
Guadeloupe,GLP,1985,40.0
Guadeloupe,GLP,1986,26.0
Guadeloupe,GLP,1987,40.0
Guadeloupe,GLP,1988,40.0
Guadeloupe,GLP,1989,35.0
Guadeloupe,GLP,1990,20.0
Guadeloupe,GLP,1991,20.0
Guadeloupe,GLP,1992,47.0
Guadeloupe,GLP,1993,53.0
Guadeloupe,GLP,1994,23.0
Guadeloupe,GLP,1995,15.12
Guadeloupe,GLP,1996,23.94
Guadeloupe,GLP,1997,27.0
Guadeloupe,GLP,1998,29.0
Guadeloupe,GLP,1999,32.0
Guadeloupe,GLP,2000,35.0
Guadeloupe,GLP,2001,35.0
Guadeloupe,GLP,2002,35.0
Guadeloupe,GLP,2003,30.0
Guadeloupe,GLP,2004,19.0
Guadeloupe,GLP,2005,25.0
Guadeloupe,GLP,2006,24.44
Guatemala,GTM,1961,100600.0
Guatemala,GTM,1962,117700.0
Guatemala,GTM,1963,104400.0
Guatemala,GTM,1964,105200.0
Guatemala,GTM,1965,126100.0
Guatemala,GTM,1966,106200.0
Guatemala,GTM,1967,102363.0
Guatemala,GTM,1968,112392.0
Guatemala,GTM,1969,118685.0
Guatemala,GTM,1970,126546.0
Guatemala,GTM,1971,128386.0
Guatemala,GTM,1972,142682.0
Guatemala,GTM,1973,145642.0
Guatemala,GTM,1974,157437.0
Guatemala,GTM,1975,139091.0
Guatemala,GTM,1976,158433.0
Guatemala,GTM,1977,168217.0
Guatemala,GTM,1978,169636.0
Guatemala,GTM,1979,164810.0
Guatemala,GTM,1980,177430.0
Guatemala,GTM,1981,193830.0
Guatemala,GTM,1982,189330.0
Guatemala,GTM,1983,183010.0
Guatemala,GTM,1984,196610.0
Guatemala,GTM,1985,181630.0
Guatemala,GTM,1986,196560.0
Guatemala,GTM,1987,193200.0
Guatemala,GTM,1988,179400.0
Guatemala,GTM,1989,193200.0
